,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
0,313.76,0.01,0.79,36.84,0.21,2.92,3.11,0.47,1
1,320.44,0.05,0.85,40.77,0.31,2.91,3.15,0.51,1
2,333.79,0.08,0.75,49.35,0.47,3.35,3.69,0.57,1
3,357.15,0.09,0.69,62.94,0.7,4.78,5.32,0.72,1
4,397.21,0.08,0.68,82.97,1.12,7.92,8.72,0.94,2
5,423.91,0.07,0.73,94.41,1.45,10.3,11.26,1.11,2
6,440.6,0.05,0.81,98.71,1.67,13.14,14.35,1.27,2
7,453.95,0.04,0.95,101.57,1.85,16.89,18.49,1.44,2
8,460.63,0.03,1.09,103.0,1.94,21.71,23.86,1.62,3
9,467.3,0.02,1.24,104.43,2.0,25.6,28.26,1.79,4
10,480.65,0.01,1.84,98.71,1.97,27.83,30.73,2.06,4
11,494.0,0.01,2.74,87.26,1.86,29.65,32.7,2.34,4
12,494.0,0.0,3.13,77.96,1.68,30.48,33.71,2.63,4
13,487.33,0.0,3.13,70.81,1.49,29.84,33.17,2.98,4
14,460.63,0.0,2.61,66.52,1.15,26.84,29.75,2.69,4
15,420.57,0.0,1.86,65.8,0.83,21.99,24.1,2.12,3
16,380.52,0.0,1.37,66.52,0.61,17.08,18.43,1.71,2
17,350.48,0.0,1.16,62.94,0.45,14.53,15.48,1.58,2
18,323.77,0.0,0.88,60.8,0.34,13.42,14.18,1.46,2
19,307.08,0.0,0.63,60.8,0.27,12.17,12.83,1.3,2
20,300.41,0.0,0.57,60.8,0.25,11.66,12.31,1.25,2
21,303.75,0.0,0.55,60.08,0.22,11.03,11.64,1.24,2
22,303.75,0.0,0.53,58.65,0.2,9.44,9.96,1.24,1
23,307.08,0.0,0.52,55.79,0.18,7.21,7.64,1.17,1
24,317.1,0.01,0.63,49.35,0.19,6.15,6.57,1.06,1
25,327.11,0.06,0.69,41.84,0.23,5.95,6.4,0.92,1
26,330.45,0.1,0.71,39.34,0.25,5.65,6.1,0.9,1
27,333.79,0.12,0.67,42.2,0.26,4.94,5.34,0.93,1
28,333.79,0.07,0.79,47.92,0.29,4.33,4.66,0.92,1
29,333.79,0.06,0.95,56.51,0.4,5.09,5.48,0.86,1
30,347.14,0.05,1.04,65.09,0.57,6.89,7.5,0.89,1
31,363.83,0.03,1.18,71.53,0.79,8.04,8.93,1.03,1
32,377.18,0.03,1.26,75.1,0.95,8.3,9.41,1.2,1
33,383.85,0.03,1.34,78.68,1.07,8.51,9.72,1.36,1
34,390.53,0.03,1.76,77.25,1.15,8.49,9.76,1.6,1
35,403.88,0.02,2.4,71.53,1.18,7.54,8.8,1.79,1
36,403.88,0.0,2.66,65.09,1.1,6.12,7.34,1.85,1
37,390.53,0.0,2.49,58.65,0.95,5.22,6.45,1.9,1
38,373.84,0.0,2.04,55.08,0.8,5.1,6.17,1.71,1
39,360.49,0.0,1.59,56.51,0.69,5.64,6.44,1.47,1
40,343.8,0.0,1.26,59.37,0.59,5.9,6.41,1.25,1
41,323.77,0.0,1.16,56.51,0.45,5.79,6.2,1.25,1
42,303.75,0.0,1.03,52.93,0.34,5.78,6.18,1.3,1
43,290.39,0.0,0.94,49.35,0.26,5.73,6.15,1.31,1
44,280.38,0.0,0.88,43.99,0.21,5.26,5.68,1.2,1
45,270.37,0.0,0.76,36.48,0.17,4.2,4.58,0.98,1
46,263.69,0.0,0.64,28.25,0.14,3.33,3.66,0.75,1
47,260.35,0.0,0.55,21.82,0.13,2.6,2.89,0.56,1
48,267.03,0.05,0.48,19.13,0.14,2.36,2.65,0.45,1
49,273.71,0.09,0.47,21.1,0.16,2.17,2.46,0.42,1
50,280.38,0.1,0.43,23.96,0.17,1.96,2.23,0.43,1
51,280.38,0.09,0.38,26.82,0.16,1.77,2.0,0.48,1
52,277.04,0.04,0.51,28.97,0.17,1.64,1.83,0.55,1
53,280.38,0.04,0.62,31.11,0.19,2.07,2.27,0.62,1
54,283.72,0.04,0.71,34.33,0.23,2.64,2.88,0.7,1
55,287.06,0.05,0.83,40.05,0.28,3.4,3.69,0.77,1
56,300.41,0.09,0.9,47.21,0.35,4.35,4.72,0.87,1
57,310.42,0.11,0.95,54.36,0.43,4.84,5.24,0.97,1
58,317.1,0.09,1.1,58.65,0.5,4.91,5.31,1.06,1
59,317.1,0.03,1.25,57.94,0.52,4.47,4.82,1.08,1
60,307.08,0.0,1.19,54.36,0.48,3.66,3.96,1.01,1
61,293.73,0.0,1.14,49.35,0.43,2.61,2.88,0.94,1
62,287.06,0.0,1.13,45.42,0.38,2.17,2.44,0.89,1
63,283.72,0.0,1.09,41.84,0.34,2.22,2.5,0.88,1
64,277.04,0.0,1.05,37.55,0.29,2.32,2.61,0.88,1
65,277.04,0.0,0.99,31.83,0.24,2.08,2.35,0.9,1
66,280.38,0.0,0.9,26.46,0.21,1.91,2.17,0.88,1
67,283.72,0.0,0.78,22.53,0.17,1.92,2.19,0.78,1
68,287.06,0.0,0.61,20.03,0.14,1.98,2.24,0.6,1
69,300.41,0.0,0.45,18.95,0.12,2.26,2.51,0.41,1
70,323.77,0.0,0.39,19.31,0.12,2.82,3.08,0.32,1
71,347.14,0.0,0.45,20.39,0.13,2.74,2.97,0.31,1
72,367.17,0.01,0.64,21.1,0.17,2.41,2.6,0.32,1
73,367.17,0.03,0.88,22.89,0.21,2.26,2.42,0.34,1
74,353.81,0.05,0.94,27.54,0.26,2.04,2.18,0.34,1
75,343.8,0.06,0.92,36.48,0.36,1.89,2.03,0.31,1
76,347.14,0.03,1.05,53.64,0.56,1.6,1.72,0.27,1
77,370.5,0.01,1.23,65.8,0.76,1.64,1.77,0.33,1
78,393.87,0.01,1.39,71.53,0.93,1.75,1.9,0.5,1
79,417.23,0.0,1.61,75.1,1.13,1.92,2.08,0.72,1
80,440.6,0.0,1.8,73.67,1.28,2.23,2.4,0.93,1
81,460.63,0.0,2.21,68.67,1.48,3.88,4.09,1.03,1
82,500.68,0.0,3.51,54.36,1.85,7.63,8.12,1.14,1
83,534.06,0.0,5.44,39.7,2.35,12.38,13.33,1.28,2
84,560.76,0.0,6.68,31.11,2.44,15.11,16.51,1.55,2
85,580.79,0.0,7.45,26.46,2.62,17.05,19.3,3.71,2
86,600.82,0.0,8.65,24.68,3.07,19.22,22.7,7.35,2
87,627.52,0.0,9.94,22.89,3.37,20.87,25.48,10.51,3
88,647.54,0.0,10.88,20.92,3.4,21.34,26.32,12.67,3
89,660.9,0.0,11.31,18.95,3.19,21.25,25.9,14.19,3
90,660.9,0.0,10.88,17.35,2.89,21.11,25.12,15.71,3
91,640.87,0.0,10.2,16.45,2.47,19.72,22.89,15.58,2
92,620.84,0.0,9.6,15.56,2.09,18.13,20.67,15.96,2
93,600.82,0.0,9.08,15.02,1.82,16.97,19.12,17.23,2
94,587.46,0.0,8.82,14.84,1.65,16.12,18.12,18.49,2
95,527.38,0.0,7.45,15.56,1.33,13.8,15.87,16.47,2
96,440.6,0.03,5.1,16.09,0.89,10.13,12.21,9.37,2
97,343.8,0.02,1.34,22.89,0.27,4.1,4.46,0.9,1
98,343.8,0.03,1.05,18.77,0.22,2.42,2.65,0.43,1
99,353.81,0.04,0.95,15.91,0.19,1.75,1.93,0.34,1
100,327.11,0.04,0.7,18.77,0.14,1.13,1.25,0.23,1
101,297.07,0.05,0.55,23.96,0.13,0.85,0.94,0.2,1
102,307.08,0.06,0.59,31.47,0.22,0.95,1.02,0.19,1
103,340.46,0.07,0.76,36.48,0.38,1.4,1.49,0.22,1
104,363.83,0.06,0.88,33.62,0.48,2.23,2.34,0.29,1
105,377.18,0.03,1.01,29.68,0.54,3.19,3.33,0.37,1
106,387.19,0.02,1.25,26.11,0.56,3.87,4.08,0.52,1
107,397.21,0.01,1.69,21.82,0.55,4.34,4.65,0.6,1
108,393.87,0.0,1.84,18.77,0.54,4.89,5.28,0.59,1
109,390.53,0.0,1.69,17.7,0.52,5.66,6.1,0.58,1
110,380.52,0.0,1.52,16.99,0.45,5.8,6.2,0.5,1
111,360.49,0.0,1.41,17.35,0.35,4.38,4.69,0.41,1
112,333.79,0.0,1.41,19.49,0.26,2.8,3.02,0.36,1
113,310.42,0.0,1.39,20.74,0.2,1.85,2.0,0.35,1
114,303.75,0.0,1.32,20.39,0.17,1.41,1.54,0.36,1
115,300.41,0.0,1.23,18.95,0.16,1.26,1.38,0.35,1
116,297.07,0.0,1.14,16.09,0.15,1.33,1.45,0.34,1
117,287.06,0.0,0.99,13.23,0.13,1.42,1.54,0.34,1
118,263.69,0.0,0.79,12.16,0.1,1.33,1.45,0.34,1
119,243.66,0.0,0.62,12.7,0.07,0.98,1.08,0.28,1
120,230.31,0.01,0.58,14.31,0.08,0.63,0.74,0.23,1
121,233.65,0.03,0.67,17.7,0.14,0.5,0.61,0.18,1
122,247.0,0.06,0.8,22.89,0.21,0.55,0.65,0.16,1
123,280.38,0.07,0.89,28.25,0.27,0.54,0.63,0.16,1
124,313.76,0.04,1.01,31.11,0.32,0.51,0.58,0.15,1
125,323.77,0.04,1.0,32.19,0.33,0.63,0.7,0.15,1
126,320.44,0.05,0.96,32.9,0.33,0.77,0.83,0.17,1
127,313.76,0.06,0.94,33.26,0.31,0.85,0.92,0.19,1
128,307.08,0.06,0.93,33.26,0.3,0.9,0.98,0.24,1
129,297.07,0.06,0.92,33.62,0.28,0.93,1.02,0.28,1
130,287.06,0.05,1.02,32.9,0.26,1.0,1.13,0.35,1
131,280.38,0.02,1.19,30.04,0.26,1.13,1.31,0.42,1
132,273.71,0.0,1.2,27.54,0.24,1.33,1.54,0.42,1
133,267.03,0.0,1.09,25.75,0.22,1.45,1.69,0.42,1
134,257.02,0.0,0.98,23.6,0.19,1.34,1.57,0.38,1
135,253.68,0.0,0.89,21.46,0.17,1.11,1.31,0.33,1
136,250.34,0.0,0.86,18.77,0.15,0.91,1.07,0.29,1
137,250.34,0.0,0.87,15.38,0.13,0.71,0.82,0.3,1
138,250.34,0.0,0.86,12.88,0.11,0.6,0.71,0.32,1
139,247.0,0.0,0.79,11.62,0.09,0.57,0.69,0.31,1
140,240.33,0.0,0.7,11.18,0.09,0.61,0.72,0.3,1
141,236.99,0.0,0.62,11.0,0.09,0.69,0.8,0.3,1
142,236.99,0.0,0.58,10.55,0.1,0.8,0.91,0.31,1
143,240.33,0.0,0.61,10.37,0.12,0.84,0.96,0.28,1
144,250.34,0.01,0.75,10.82,0.17,0.76,0.9,0.25,1
145,257.02,0.03,1.0,11.8,0.23,0.68,0.84,0.22,1
146,270.37,0.05,1.14,13.95,0.26,0.67,0.81,0.19,1
147,283.72,0.07,1.06,17.52,0.26,0.59,0.72,0.16,1
148,287.06,0.08,0.96,22.35,0.25,0.72,0.82,0.14,1
149,273.71,0.08,0.9,23.25,0.21,0.97,1.06,0.14,1
150,253.68,0.07,0.76,24.68,0.15,1.02,1.1,0.14,1
151,247.0,0.08,0.73,27.18,0.13,1.11,1.19,0.15,1
152,243.66,0.09,0.73,28.97,0.13,1.26,1.35,0.17,1
153,236.99,0.09,0.67,27.9,0.14,1.17,1.27,0.19,1
154,233.65,0.08,0.76,23.96,0.16,1.07,1.21,0.25,1
155,243.66,0.03,1.07,18.24,0.2,1.16,1.35,0.33,1
156,250.34,0.0,1.24,13.95,0.21,1.34,1.59,0.37,1
157,257.02,0.0,1.36,11.09,0.24,1.62,2.01,0.48,1
158,267.03,0.0,1.5,8.85,0.26,1.91,2.44,0.61,1
159,267.03,0.0,1.52,7.42,0.26,2.02,2.67,0.71,1
160,260.35,0.0,1.48,6.88,0.24,1.87,2.47,0.7,1
161,253.68,0.0,1.39,6.71,0.21,1.59,2.01,0.63,1
162,247.0,0.0,1.26,6.35,0.18,1.44,1.76,0.62,1
163,240.33,0.0,0.91,7.6,0.16,1.27,1.52,0.49,1
164,223.64,0.0,0.54,11.8,0.12,0.85,1.01,0.34,1
165,211.95,0.0,0.41,16.09,0.09,0.51,0.62,0.25,1
166,205.28,0.0,0.41,18.95,0.07,0.5,0.58,0.2,1
167,201.94,0.0,0.43,19.85,0.07,0.5,0.58,0.19,1
168,201.94,0.01,0.53,20.21,0.09,0.5,0.62,0.18,1
169,203.61,0.04,0.66,21.1,0.13,0.5,0.65,0.18,1
170,201.94,0.06,0.66,22.17,0.16,0.5,0.66,0.19,1
171,200.27,0.06,0.52,22.89,0.15,0.5,0.65,0.2,1
172,196.93,0.02,0.48,22.71,0.13,0.5,0.64,0.2,1
173,195.27,0.01,0.44,22.53,0.11,0.5,0.61,0.19,1
174,193.6,0.01,0.4,23.25,0.1,0.5,0.59,0.17,1
175,195.27,0.01,0.39,24.32,0.1,0.5,0.58,0.16,1
176,196.93,0.02,0.42,25.39,0.11,0.5,0.59,0.19,1
177,198.6,0.02,0.47,27.18,0.12,0.5,0.61,0.22,1
178,203.61,0.03,0.65,28.25,0.16,0.5,0.65,0.28,1
179,210.29,0.01,0.93,27.54,0.2,0.57,0.77,0.35,1
180,213.62,0.0,1.02,26.11,0.21,0.7,0.97,0.4,1
181,213.62,0.0,0.98,24.68,0.2,0.84,1.18,0.45,1
182,210.29,0.0,0.86,23.6,0.18,0.89,1.25,0.44,1
183,205.28,0.0,0.72,22.89,0.15,0.88,1.21,0.42,1
184,203.61,0.0,0.63,21.99,0.12,0.86,1.13,0.37,1
185,201.94,0.0,0.56,21.1,0.1,0.9,1.07,0.34,1
186,198.6,0.0,0.47,20.56,0.08,0.9,1.02,0.31,1
187,196.93,0.0,0.38,21.1,0.06,0.84,0.93,0.25,1
188,193.6,0.0,0.34,21.99,0.06,0.76,0.83,0.22,1
189,195.27,0.0,0.32,22.35,0.06,0.74,0.8,0.2,1
190,196.93,0.0,0.32,22.17,0.08,0.79,0.84,0.18,1
191,200.27,0.0,0.37,21.46,0.12,0.85,0.91,0.16,1
192,206.95,0.0,0.54,20.74,0.24,0.91,1.0,0.15,1
193,213.62,0.01,0.77,20.39,0.37,0.98,1.11,0.16,1
194,216.96,0.03,0.8,19.85,0.33,1.0,1.15,0.17,1
195,216.96,0.05,0.68,19.85,0.22,1.01,1.15,0.19,1
196,216.96,0.06,0.56,21.82,0.14,0.95,1.08,0.18,1
197,213.62,0.06,0.49,24.68,0.1,0.8,0.9,0.16,1
198,208.62,0.05,0.43,27.54,0.08,0.7,0.78,0.15,1
199,206.95,0.04,0.44,28.97,0.08,0.64,0.72,0.15,1
200,210.29,0.04,0.54,27.9,0.1,0.76,0.86,0.2,1
201,216.96,0.03,0.71,26.82,0.13,0.92,1.04,0.26,1
202,226.97,0.02,0.96,25.39,0.17,1.06,1.21,0.31,1
203,240.33,0.01,1.21,24.32,0.21,1.28,1.46,0.34,1
204,247.0,0.0,1.29,23.6,0.23,1.5,1.73,0.34,1
205,250.34,0.0,1.27,22.89,0.24,1.66,1.95,0.38,1
206,253.68,0.0,1.25,22.53,0.25,1.6,1.91,0.41,1
207,253.68,0.0,1.2,21.99,0.25,1.3,1.62,0.44,1
208,247.0,0.0,1.15,21.1,0.24,1.16,1.45,0.47,1
209,236.99,0.0,1.06,20.74,0.21,1.12,1.33,0.5,1
210,230.31,0.0,1.0,21.28,0.18,1.03,1.19,0.52,1
211,226.97,0.0,0.99,22.35,0.17,0.98,1.1,0.54,1
212,226.97,0.0,1.04,22.53,0.17,1.06,1.17,0.54,1
213,230.31,0.0,1.17,21.64,0.18,1.26,1.36,0.5,1
214,233.65,0.0,1.33,20.74,0.19,1.35,1.45,0.46,1
215,240.33,0.0,1.5,20.21,0.21,1.52,1.63,0.48,1
216,250.34,0.03,1.74,20.39,0.24,1.78,1.96,0.53,1
217,260.35,0.1,1.91,21.99,0.3,2.12,2.34,0.52,1
218,277.04,0.15,1.89,25.39,0.36,2.76,2.96,0.39,1
219,297.07,0.17,1.8,30.04,0.4,2.97,3.15,0.27,1
220,307.08,0.18,1.74,35.05,0.39,2.86,3.01,0.2,1
221,303.75,0.17,1.59,39.7,0.36,2.68,2.81,0.18,1
222,300.41,0.15,1.46,42.56,0.35,2.69,2.82,0.17,1
223,307.08,0.1,1.61,43.27,0.35,2.81,2.91,0.17,1
224,317.1,0.06,1.89,38.27,0.37,3.01,3.12,0.2,1
225,327.11,0.03,2.12,35.05,0.37,3.18,3.3,0.21,1
226,337.12,0.03,2.34,32.9,0.37,3.53,3.66,0.23,1
227,353.81,0.02,2.57,31.11,0.37,3.88,4.03,0.25,1
228,360.49,0.0,2.68,30.04,0.34,3.9,4.08,0.25,1
229,360.49,0.0,2.74,28.61,0.31,3.82,4.02,0.25,1
230,360.49,0.0,2.79,28.25,0.27,3.78,3.96,0.23,1
231,360.49,0.0,2.79,28.97,0.24,4.06,4.22,0.21,1
232,360.49,0.0,2.72,30.4,0.22,4.12,4.25,0.2,1
233,353.81,0.0,2.53,31.47,0.2,3.83,3.93,0.2,1
234,337.12,0.0,2.21,32.19,0.19,3.04,3.13,0.22,1
235,323.77,0.0,1.89,32.9,0.18,2.52,2.6,0.22,1
236,307.08,0.0,1.65,32.19,0.17,2.14,2.23,0.23,1
237,297.07,0.0,1.59,30.04,0.18,1.82,1.9,0.24,1
238,290.39,0.0,1.69,27.54,0.2,1.66,1.74,0.26,1
239,293.73,0.0,1.93,24.32,0.23,1.62,1.72,0.26,1
240,307.08,0.04,2.4,20.74,0.31,1.95,2.09,0.24,1
241,323.77,0.16,2.79,19.49,0.41,2.32,2.51,0.24,1
242,333.79,0.22,2.72,23.25,0.47,2.61,2.81,0.23,1
243,340.46,0.2,2.34,31.11,0.48,2.46,2.64,0.2,1
244,343.8,0.08,1.82,41.13,0.43,2.19,2.31,0.16,1
245,343.8,0.06,1.8,39.34,0.38,1.82,1.92,0.16,1
246,343.8,0.08,1.91,37.19,0.34,1.63,1.73,0.18,1
247,353.81,0.08,2.08,35.41,0.34,1.79,1.98,0.4,1
248,367.17,0.06,2.4,31.47,0.39,2.1,2.42,0.71,1
249,387.19,0.04,2.96,27.9,0.48,2.48,2.92,0.91,1
250,417.23,0.02,3.9,25.39,0.61,3.24,3.78,1.11,1
251,447.27,0.01,4.8,23.25,0.68,3.87,4.48,1.11,1
252,440.6,0.0,4.71,19.67,0.62,3.71,4.32,0.9,1
253,433.92,0.0,4.03,14.66,0.51,3.76,4.37,0.71,1
254,440.6,0.0,3.68,10.37,0.43,4.59,5.22,0.59,1
255,453.95,0.0,3.43,9.03,0.36,5.43,5.98,0.49,1
256,447.27,0.0,3.21,10.1,0.31,5.68,6.06,0.41,1
257,433.92,0.0,2.87,11.8,0.25,5.41,5.64,0.38,1
258,410.56,0.0,2.55,13.41,0.2,5.07,5.24,0.36,1
259,397.21,0.0,2.36,14.66,0.16,4.89,5.03,0.32,1
260,387.19,0.0,2.29,15.02,0.12,4.69,4.81,0.29,1
261,383.85,0.0,2.23,15.02,0.11,4.46,4.56,0.27,1
262,383.85,0.0,2.19,14.84,0.1,4.27,4.38,0.28,1
263,383.85,0.0,2.12,13.95,0.11,4.14,4.27,0.31,1
264,383.85,0.04,2.16,13.05,0.15,4.18,4.39,0.35,1
265,390.53,0.09,2.36,12.52,0.21,4.21,4.51,0.4,1
266,387.19,0.12,2.4,13.77,0.23,3.99,4.32,0.45,1
267,377.18,0.14,2.29,16.99,0.22,3.48,3.8,0.49,1
268,370.5,0.13,2.01,20.39,0.2,2.9,3.22,0.54,1
269,373.84,0.11,1.65,21.1,0.18,2.69,3.06,0.59,1
270,370.5,0.07,1.39,18.95,0.17,2.6,2.98,0.59,1
271,357.15,0.02,1.25,13.95,0.19,2.55,2.86,0.48,1
272,343.8,0.01,1.14,12.88,0.25,2.6,2.84,0.39,1
273,343.8,0.01,1.07,15.02,0.24,2.56,2.75,0.33,1
274,363.83,0.01,1.13,17.88,0.18,3.0,3.14,0.26,1
275,410.56,0.0,1.27,19.31,0.16,4.28,4.4,0.21,1
276,460.63,0.0,1.3,18.42,0.13,5.76,5.89,0.17,1
277,473.98,0.0,1.25,17.7,0.13,6.91,7.04,0.17,1
278,453.95,0.0,1.26,19.67,0.13,7.15,7.26,0.16,1
279,417.23,0.0,1.41,25.75,0.12,6.61,6.7,0.14,1
280,363.83,0.0,1.54,30.76,0.1,5.19,5.26,0.13,1
281,310.42,0.0,1.54,28.97,0.1,3.85,3.9,0.13,1
282,277.04,0.0,1.41,28.25,0.1,3.08,3.12,0.13,1
283,247.0,0.0,1.14,30.04,0.08,2.19,2.22,0.12,1
284,226.97,0.0,0.87,32.9,0.07,1.67,1.7,0.11,1
285,213.62,0.0,0.66,35.05,0.06,1.23,1.26,0.11,1
286,210.29,0.0,0.57,35.05,0.05,1.07,1.11,0.11,1
287,210.29,0.0,0.66,34.33,0.09,1.25,1.3,0.11,1
288,220.3,0.01,1.11,33.98,0.29,2.21,2.31,0.13,1
289,253.68,0.07,1.39,33.98,0.38,3.16,3.3,0.2,1
290,347.14,0.17,1.99,31.83,0.4,4.44,4.6,0.2,1
291,440.6,0.34,3.13,30.4,0.51,5.68,5.83,0.16,1
292,467.3,0.39,3.51,31.83,0.57,5.48,5.6,0.14,1
293,427.25,0.36,3.04,32.19,0.53,4.23,4.34,0.14,1
294,397.21,0.29,2.61,33.62,0.47,3.41,3.5,0.16,1
295,387.19,0.2,2.38,35.05,0.43,3.79,3.89,0.17,1
296,367.17,0.11,2.08,36.48,0.4,6.05,6.19,0.23,1
297,337.12,0.05,1.63,40.41,0.37,5.81,5.97,0.29,1
298,310.42,0.02,1.37,43.63,0.34,5.1,5.27,0.35,1
299,300.41,0.0,1.32,45.06,0.34,4.82,5.01,0.4,1
300,303.75,0.0,1.33,44.7,0.36,4.64,4.83,0.42,1
301,303.75,0.0,1.46,41.13,0.4,4.35,4.54,0.41,1
302,290.39,0.0,1.56,35.41,0.41,3.59,3.76,0.35,1
303,270.37,0.0,1.5,31.47,0.35,2.64,2.79,0.29,1
304,253.68,0.0,1.27,29.68,0.27,2.06,2.2,0.28,1
305,236.99,0.0,1.02,28.61,0.21,1.68,1.81,0.32,1
306,223.64,0.0,0.79,27.54,0.16,1.39,1.54,0.36,1
307,211.95,0.0,0.62,26.11,0.12,1.2,1.33,0.31,1
308,210.29,0.0,0.55,24.68,0.11,1.18,1.32,0.26,1
309,213.62,0.0,0.58,23.25,0.13,1.46,1.65,0.24,1
310,216.96,0.0,0.62,22.53,0.16,1.72,1.98,0.26,1
311,216.96,0.0,0.64,21.1,0.16,1.71,1.96,0.25,1
312,216.96,0.04,0.66,19.67,0.17,1.48,1.71,0.24,1
313,216.96,0.09,0.65,20.21,0.18,1.33,1.57,0.24,1
314,216.96,0.1,0.57,22.89,0.18,1.25,1.49,0.25,1
315,211.95,0.08,0.43,26.82,0.16,1.27,1.49,0.25,1
316,208.62,0.06,0.32,30.4,0.14,1.24,1.45,0.25,1
317,206.95,0.05,0.27,32.19,0.14,1.23,1.42,0.26,1
318,210.29,0.05,0.26,33.98,0.14,1.31,1.5,0.3,1
319,216.96,0.05,0.3,38.62,0.17,1.53,1.73,0.37,1
320,220.3,0.05,0.36,43.63,0.19,1.92,2.14,0.44,1
321,220.3,0.06,0.44,46.49,0.22,2.35,2.6,0.52,1
322,223.64,0.04,0.62,48.64,0.24,3.01,3.28,0.56,1
323,230.31,0.02,0.73,49.35,0.26,3.89,4.19,0.63,1
324,233.65,0.0,0.7,50.07,0.26,4.48,4.81,0.67,1
325,233.65,0.0,0.7,48.64,0.26,4.26,4.58,0.63,1
326,233.65,0.0,0.74,46.49,0.25,3.77,4.06,0.56,1
327,233.65,0.0,0.79,43.99,0.26,3.38,3.66,0.52,1
328,233.65,0.0,0.81,41.84,0.25,2.93,3.19,0.5,1
329,230.31,0.0,0.78,38.27,0.23,2.25,2.45,0.46,1
330,223.64,0.0,0.71,33.98,0.19,1.6,1.76,0.4,1
331,223.64,0.0,0.68,30.4,0.18,1.19,1.31,0.33,1
332,220.3,0.0,0.69,27.54,0.18,0.93,1.03,0.29,1
333,220.3,0.0,0.79,24.68,0.2,0.93,1.03,0.26,1
334,226.97,0.0,1.03,22.17,0.25,0.98,1.07,0.25,1
335,233.65,0.0,1.37,20.39,0.29,0.97,1.06,0.22,1
336,243.66,0.13,1.56,19.67,0.35,1.07,1.2,0.21,1
337,247.0,0.29,1.46,21.64,0.4,1.14,1.29,0.21,1
338,247.0,0.3,1.32,25.75,0.38,1.17,1.33,0.22,1
339,247.0,0.22,1.02,31.83,0.35,1.18,1.33,0.21,1
340,243.66,0.14,0.73,36.84,0.32,1.23,1.38,0.19,1
341,240.33,0.1,0.59,37.91,0.27,1.54,1.68,0.21,1
342,240.33,0.08,0.58,38.98,0.23,1.79,1.92,0.21,1
343,243.66,0.08,0.63,41.13,0.21,2.13,2.25,0.21,1
344,250.34,0.1,0.63,44.7,0.22,2.9,3.04,0.24,1
345,253.68,0.11,0.65,47.21,0.24,3.79,3.94,0.28,1
346,257.02,0.11,0.76,48.64,0.27,4.42,4.59,0.32,1
347,260.35,0.06,0.96,47.21,0.29,4.57,4.76,0.36,1
348,257.02,0.0,1.05,45.06,0.28,4.53,4.76,0.39,1
349,250.34,0.0,1.07,42.56,0.25,4.1,4.35,0.41,1
350,243.66,0.0,1.07,39.34,0.23,3.59,3.84,0.42,1
351,240.33,0.0,1.04,37.19,0.22,3.32,3.58,0.47,1
352,236.99,0.0,1.05,36.12,0.24,3.3,3.59,0.55,1
353,236.99,0.0,1.09,36.12,0.27,3.53,3.88,0.68,1
354,236.99,0.0,1.04,36.12,0.28,3.71,4.14,0.8,1
355,233.65,0.0,0.93,35.05,0.25,3.51,3.95,0.82,1
356,230.31,0.0,0.86,32.54,0.23,3.04,3.44,0.8,1
357,226.97,0.0,0.83,30.04,0.22,2.82,3.18,0.74,1
358,223.64,0.0,0.83,27.18,0.21,2.56,2.85,0.67,1
359,223.64,0.0,0.87,25.39,0.22,2.53,2.82,0.6,1
360,230.31,0.08,0.89,26.11,0.26,3.05,3.43,0.62,1
361,243.66,0.16,0.9,30.04,0.32,3.71,4.22,0.71,1
362,250.34,0.17,0.86,34.33,0.36,4.04,4.59,0.79,1
363,250.34,0.14,0.73,37.55,0.37,4.06,4.61,0.83,1
364,253.68,0.12,0.59,40.41,0.37,3.72,4.2,0.81,1
365,257.02,0.09,0.52,42.92,0.35,3.49,3.91,0.75,1
366,260.35,0.08,0.5,45.42,0.35,3.36,3.73,0.7,1
367,270.37,0.08,0.55,48.64,0.35,3.64,4.01,0.67,1
368,273.71,0.08,0.61,50.07,0.37,3.78,4.19,0.72,1
369,270.37,0.08,0.67,49.35,0.37,3.81,4.25,0.77,1
370,263.69,0.07,0.83,47.21,0.37,3.71,4.13,0.78,1
371,257.02,0.03,1.01,45.78,0.37,3.53,3.94,0.83,1
372,250.34,0.0,1.06,45.06,0.37,3.4,3.84,0.91,1
373,253.68,0.0,1.08,43.99,0.36,3.26,3.74,0.94,1
374,257.02,0.0,1.08,40.41,0.35,2.8,3.25,0.9,1
375,253.68,0.0,1.08,37.55,0.34,2.4,2.83,0.9,1
376,250.34,0.0,1.11,36.12,0.32,2.15,2.57,0.93,1
377,243.66,0.0,1.1,35.41,0.29,2.03,2.43,0.96,1
378,236.99,0.0,1.03,33.26,0.26,2.03,2.42,0.94,1
379,233.65,0.0,0.95,31.11,0.23,2.02,2.37,0.88,1
380,230.31,0.0,0.94,27.9,0.22,1.88,2.16,0.73,1
381,230.31,0.0,0.98,27.18,0.24,1.84,2.08,0.59,1
382,233.65,0.0,1.01,28.61,0.3,1.99,2.22,0.52,1
383,240.33,0.0,1.02,30.76,0.38,2.41,2.68,0.47,1
384,247.0,0.08,0.94,33.26,0.45,2.91,3.26,0.46,1
385,257.02,0.15,0.88,37.55,0.54,3.26,3.67,0.5,1
386,270.37,0.16,0.81,42.92,0.66,3.31,3.71,0.52,1
387,287.06,0.14,0.74,48.64,0.81,3.43,3.8,0.52,1
